resolution_minutes,purchase_amount,override,agent_id,status,buyer_id,purchase_id,has_photo,created_at,category,return_amount,reason,refund_request_id
78,94.63,no,agent_030,approved,buyer_0336,purchase_101658,yes,2026-05-26 07:24:00,beauty,68.49,,refund_req_301658
56,240.80,no,agent_020,approved,buyer_9002,purchase_104179,yes,2026-04-17 22:04:00,sports,134.50,item_not_as_described,refund_req_304179
83,195.93,no,agent_023,declined,buyer_0278,purchase_100853,yes,2026-05-03 07:09:00,clothing,94.21,wrong_size,refund_req_300853
33,46.49,no,agent_702,approved,buyer_0268,purchase_104381,yes,2026-04-26 14:58:00,books,38.23,wrong_item_received,refund_req_304381
55,217.75,no,agent_007,approved,buyer_0453,purchase_100271,no,2026-04-09 18:37:00,clothing,148.42,wrong_size,refund_req_300271
,2128.79,yes,agent_103,approved,buyer_0216,purchase_103404,no,2026-06-04 11:56:00, electronics ,2128.79,not_working,refund_req_303404
46,1137.18,no,agent_018,declined,buyer_0110,purchase_101257,yes,2026-06-20 08:34:00,appliances,642.25,not_working,refund_req_301257
36,581.91,no,agent_029,approved,buyer_9008,purchase_104161,yes,2026-05-30 11:32:00,fashion,535.56,,refund_req_304161
48,1995.08,no,agent_101,approved,buyer_0404,purchase_103327,no,2026-06-04 06:49:00,electronics,1995.08,item_not_as_described,refund_req_303327
,2535.80,yes,agent_003,approved,buyer_0211,purchase_103809,no,2026-05-14 14:38:00,luxury,1813.06,damaged_item,refund_req_303809
,1299.67,no,agent_018,approved,buyer_0432,purchase_101728,yes,2026-05-30 06:48:00,books,711.69,wrong_item_received,refund_req_301728
47,598.07,yes,agent_013, approved ,buyer_9008,purchase_104169,no,2026-04-25 17:58:00, home ,477.75,damaged_item,refund_req_304169
4,9.55,no,agent_102,approved,buyer_0565,purchase_103534,yes,2026-05-25 12:35:00,books,9.52,changed_mind,refund_req_303534
44,170.06,yes,agent_018,approved,buyer_0446,purchase_100323,yes,2026-04-07 14:04:00,beauty,116.57,damaged_item,refund_req_300323
100,1038.01,no,agent_020,approved,buyer_0125,purchase_101131,no,2026-04-09 08:36:00,appliances,437.74,not_working,refund_req_301131
62,2886.82,no,agent_007,approved,buyer_0130,purchase_101258,no,2026-06-13 14:24:00,luxury,2198.27,item_not_as_described,refund_req_301258
72,274.63,no,agent_011,declined,buyer_0527,purchase_102970,no,2026-05-23 12:06:00,home,225.82,missing_part,refund_req_302970
22,913.13,no,agent_803,approved,buyer_8003,purchase_104737,yes,2026-04-16 17:53:00,electronics,549.60,missing_accessory,refund_req_304737
,137.82,no,agent_019,declined,buyer_0442,purchase_100848,no,2026-05-29 01:59:00,beauty,44.93,damaged_item,refund_req_300848
48,1741.41,no,agent_010,Approved,buyer_0150,purchase_102815,yes,2026-04-15 08:02:00,ELECTRONICS,1019.51,missing_accessory,refund_req_302815
106,399.24,no,agent_004,approved,buyer_0576,purchase_101108,no,2026-06-21 00:01:00,sports,122.21,damaged_item,refund_req_301108
60,2513.96,no,agent_011,APPROVED,buyer_0373,purchase_100304,no,2026-05-28 11:53:00,luxury,1882.47,damaged_item,refund_req_300304
49,1237.13,no,agent_018,approved,buyer_0017,purchase_102616,no,2026-04-13 20:32:00,appliances,557.95,damaged_item,refund_req_302616
39,432.15,no,agent_006,declined,buyer_0515,purchase_101368,no,2026-04-18 08:12:00,sports,342.18,damaged_item,refund_req_301368
61,926.89,no,agent_003,approved,buyer_0260,purchase_102223,yes,2026-05-02 15:16:00,home,712.95,missing_part,refund_req_302223
21,2646.45,no,agent_703,approved,buyer_0276,purchase_104382,no,2026-06-01 02:02:00,luxury,2162.13,damaged_item,refund_req_304382
21,1801.41,no,agent_012,approved,buyer_0394,purchase_103340,yes,2026-06-01 08:19:00,Electronics,1801.41,not_working,refund_req_303340
5,35.87,no,agent_102,approved,buyer_0255,purchase_103667,yes,2026-05-05 21:39:00,  books  ,23.51,wrong_item_received,refund_req_303667
98,1212.56,no,agent_016,declined,buyer_0554,purchase_100363,no,2026-05-12 07:31:00,appliances,920.65,not_working,refund_req_300363
49,476.83,no,agent_022,approved,buyer_0374,purchase_102369,no,2026-05-11 09:25:00,fashion,168.96,,refund_req_302369
69,130.24,no,agent_021,declined,buyer_0202,purchase_101002,no,2026-05-18 06:40:00,clothing,103.31,item_not_as_described,refund_req_301002
92,588.00,no,agent_013,  approved  ,buyer_0370,purchase_102605,yes,2026-06-13 19:56:00,luxury,346.19,damaged_item,refund_req_302605
31,315.48,no,agent_017,approved,buyer_0040,purchase_100422,no,2026-06-11 21:13:00,fashion,232.68,  item_not_as_described  ,refund_req_300422
51,1688.76,no,agent_003,approved,buyer_0495,purchase_100758,yes,2026-04-07 03:19:00,appliances,890.85,missing_part,refund_req_300758
16,106.57,no,agent_703,approved,buyer_0264,purchase_104400,yes,2026-05-12 11:26:00,clothing,57.39,item_not_as_described,refund_req_304400
30,208.93,no,agent_015,declined,buyer_0221,purchase_101378,no,2026-05-12 14:12:00,clothing,140.69,wrong_size,refund_req_301378
26,347.08,no,agent_801,approved,buyer_8001,purchase_104666,yes,2026-06-20 15:53:00,sports,313.00,damaged_item,refund_req_304666
40,1017.13,yes,agent_007,approved,buyer_0563,purchase_103456,,2026-04-12 07:35:00,fashion,1017.13,wrong_size,refund_req_303456
11,2318.51,yes,agent_002,approved,buyer_601,purchase_1022,no,2026-06-05 09:29:00,luxury,1564.59,changed_mind,refund_req_3022
39,178.55,no,agent_010,approved,buyer_0356,purchase_100376,yes,2026-06-06 12:39:00,fashion,46.10,wrong_size,refund_req_300376
,1685.10,yes,agent_025,approved,buyer_0270,purchase_102789,yes,2026-05-05 23:02:00,appliances,373.17,damaged_item,refund_req_302789
24,1109.71,no,agent_029,approved,buyer_0033,purchase_103232,no,2026-04-03 19:42:00,appliances,815.34,missing_part,refund_req_303232
34,2495.18,no,agent_017,approved,buyer_0085,purchase_103076,no,2026-06-12 18:55:00,luxury,1796.21,item_not_as_described,refund_req_303076
33,1155.08,no,agent_015,approved,buyer_0162,purchase_103459,no,2026-04-13 00:06:00,fashion,1155.08,changed_mind,refund_req_303459
4,297.64,no,agent_103,approved,buyer_0299,purchase_103733,no,2026-05-20 11:16:00, appliances ,291.89,damaged_item,refund_req_303733
24,2760.23,yes,agent_101,approved,buyer_0353,purchase_103825,yes,2026-05-15 22:15:00,luxury,2518.82,changed_mind,refund_req_303825
31,2824.50,no,agent_025,approved,buyer_0463,purchase_102743,yes,2026-04-17 15:24:00,luxury,1063.37,changed_mind,refund_req_302743
28,391.17,no,agent_015,approved,buyer_0361,purchase_102525,yes,2026-06-03 02:35:00,sports,281.59, wrong_size ,refund_req_302525
10,1636.82,no,agent_028,approved,buyer_0173,purchase_103094,no,2026-04-21 15:48:00,electronics,1454.75,missing_accessory,refund_req_303094
16,1895.28,yes,agent_015,approved,buyer_0547,purchase_103891,yes,2026-04-19 21:59:00,electronics,1492.18,not_working,refund_req_303891
78,537.89,no,agent_010,approved,buyer_0015,purchase_101692,yes,2026-04-07 09:12:00,home,333.33,damaged_item,refund_req_301692
3,26.66,no,agent_101,approved,buyer_0588,purchase_103698,yes,2026-06-03 19:14:00,beauty,21.96,allergic_reaction,refund_req_303698
19,2591.41,no,agent_102,approved,buyer_0162,purchase_103073,no,2026-06-19 17:20:00,luxury,2255.82,changed_mind,refund_req_303073
33,904.16,no,agent_001,approved,buyer_0230,purchase_100831,yes,2026-04-25 20:35:00,clothing,242.62,changed_mind,refund_req_300831
42,1725.50,no,agent_014,approved,buyer_0566,purchase_103514,yes,2026-04-05 06:47:00,appliances,1725.50,missing_part,refund_req_303514
19,1293.97,no,agent_703,approved,buyer_0281,purchase_104349,no,2026-04-18 01:20:00,clothing,654.19,wrong_size,refund_req_304349
90,353.14,no,agent_005,declined,buyer_0142,purchase_101719,no,2026-04-19 09:08:00,fashion,207.54,wrong_size,refund_req_301719
85,1497.06,no,agent_012,declined,buyer_0583,purchase_102241,no,2026-04-18 02:48:00,electronics,916.49,missing_accessory,refund_req_302241
13,1584.93,no,agent_030,approved,buyer_9001,purchase_104122,yes,2026-06-12 08:37:00,electronics,1216.25,missing_accessory,refund_req_304122
24,1095.79,no,agent_012,approved,buyer_0289,purchase_103306,yes,2026-05-19 14:28:00,luxury,1095.79,damaged_item,refund_req_303306
2,1187.41,yes,agent_901,approved,buyer_9902,purchase_104908,no,2026-06-04 17:17:00,appliances,1055.91,damaged_item,refund_req_304908
38,173.42,no,agent_003,approved,buyer_0415,purchase_102505,yes,2026-04-25 16:08:00,sports,115.71,  item_not_as_described  ,refund_req_302505
29,2882.50,no,agent_018,approved,buyer_9002,purchase_104115,no,2026-05-18 08:47:00,luxury,1576.12,item_not_as_described,refund_req_304115
69,8.53,no,agent_004,declined,buyer_0185,purchase_102153,no,2026-05-09 20:20:00, books ,3.76,  changed_mind  ,refund_req_302153
47,491.90,no,agent_011,approved,buyer_0081,purchase_102335,yes,2026-04-01 10:48:00,ELECTRONICS,254.30,not_working,refund_req_302335
78,76.84,no,agent_007,approved,buyer_0331,purchase_102194,yes,2026-04-26 08:09:00,books,38.86,wrong_item_received,refund_req_302194
48,256.06,no,agent_029,declined,buyer_0139,purchase_102758,,2026-05-26 17:58:00,sports,100.97,wrong_size,refund_req_302758
44,203.41,no,agent_006,approved,buyer_0022,purchase_101298,no,2026-05-10 16:35:00,sports,135.48, item_not_as_described ,refund_req_301298
39,214.67,no,agent_023,approved,buyer_0547,purchase_100049,no,2026-06-13 17:42:00,electronics,50.54,item_not_as_described,refund_req_300049
28,145.75,no,agent_008,approved,buyer_0447,purchase_100100,,2026-06-06 05:36:00,clothing,66.64,changed_mind,refund_req_300100
56,49.61,no,agent_026,declined,buyer_0547,purchase_102455,yes,2026-04-17 14:04:00,books,32.71,,refund_req_302455
30,1201.96,yes,agent_701,approved,buyer_0454,purchase_104545,yes,2026-04-29 15:22:00,clothing,509.15,changed_mind,refund_req_304545
10,1200.46,yes,agent_009,approved,buyer_0100,purchase_103301,no,2026-06-10 15:51:00,fashion,1200.46,wrong_size,refund_req_303301
36,100.06,no,agent_024,approved,buyer_0253,purchase_102957,no,2026-04-18 17:02:00,beauty,75.62,changed_mind,refund_req_302957
86,1019.86,no,agent_013,approved,buyer_0438,purchase_102638,yes,2026-06-14 12:10:00,sports,735.88,damaged_item,refund_req_302638
39,11.23,no,agent_023,approved,buyer_0420,purchase_100293,no,2026-04-12 11:46:00,books,5.87,damaged_item,refund_req_300293
49,1807.23,no,agent_006,declined,buyer_0184,purchase_101010,no,2026-04-25 11:42:00,luxury,719.31,damaged_item,refund_req_301010
6,1071.59,yes,agent_003,approved,buyer_0081,purchase_103817,no,2026-05-12 21:57:00,appliances,1019.73,missing_part,refund_req_303817
4,1331.41,no,agent_888,approved,buyer_888,purchase_1038,yes,2026-06-14 09:21:00,electronics,1158.50,not_working,refund_req_3038
14,154.69,yes,agent_701,approved,buyer_0372,purchase_104401,yes,2026-05-11 13:27:00,sports,126.27,damaged_item,refund_req_304401
44,1864.23,no,agent_006,Declined,buyer_0272,purchase_100085,no,2026-05-29 01:11:00,electronics,1010.33,missing_accessory,refund_req_300085
23,1968.33,no,agent_024,approved,buyer_0574,purchase_103248,no,2026-06-01 10:17:00,luxury,1756.80,damaged_item,refund_req_303248
100,1141.52,yes,agent_004,approved,buyer_0069,purchase_100861,yes,2026-05-27 21:20:00,beauty,318.11,damaged_item,refund_req_300861
27,938.60,no,agent_028,approved,buyer_0424,purchase_103103,no,2026-04-03 00:38:00,appliances,644.69,not_working,refund_req_303103
13,374.54,no,agent_002,approved,buyer_9005,purchase_104086,yes,2026-04-17 10:30:00,home,190.32,missing_part,refund_req_304086
5,2127.10,yes,agent_004, approved ,buyer_0342,purchase_104006,yes,2026-06-19 11:13:00,electronics,1778.25,item_not_as_described,refund_req_304006
48,158.62,no,agent_022,approved,buyer_0389,purchase_102010,yes,2026-04-10 16:06:00,clothing,61.24,changed_mind,refund_req_302010
,1005.27,no,agent_802,approved,buyer_8002,purchase_104619,no,2026-04-02 15:04:00,beauty,996.52,allergic_reaction,refund_req_304619
57,412.38,no,agent_007,approved,buyer_0454,purchase_100315,no,2026-04-25 18:02:00,sports,271.35,item_not_as_described,refund_req_300315
48,810.56,no,agent_006,approved,buyer_0077,purchase_100316,,2026-06-14 16:42:00,luxury,432.84,damaged_item,refund_req_300316
42,597.00,no,agent_029,declined,buyer_0158,purchase_100744,yes,2026-05-17 22:37:00,fashion,122.08,changed_mind,refund_req_300744
93,26.08,no,agent_013,approved,buyer_0443,purchase_102658,yes,2026-05-04 12:50:00,Books,15.70,changed_mind,refund_req_302658
46,579.73,no,agent_002,approved,buyer_0376,purchase_101527,no,2026-05-20 15:58:00,fashion,481.03,changed_mind,refund_req_301527
81,2441.95,no,agent_030,approved,buyer_0236,purchase_102506,yes,2026-06-08 11:55:00,luxury,1752.21,damaged_item,refund_req_302506
41,1374.79,no,agent_014,approved,buyer_0072,purchase_103089,no,2026-05-11 19:28:00,electronics,1183.45,missing_accessory,refund_req_303089
1,1749.61,yes,agent_902,approved,buyer_9904,purchase_104915,no,2026-06-21 04:09:00, appliances ,1603.46,damaged_item,refund_req_304915
19,1420.04,yes,agent_001,approved,buyer_0592,purchase_103157,no,2026-05-12 03:16:00,appliances,934.55,damaged_item,refund_req_303157
80,65.75,no,agent_024,approved,buyer_0155,purchase_101107,yes,2026-04-23 17:53:00,beauty,15.97,damaged_item,refund_req_301107
11,1539.33,no,agent_102,approved,buyer_0117,purchase_103004,no,2026-06-10 23:26:00,luxury,1256.99,changed_mind,refund_req_303004
68,587.68,no,agent_014,declined,buyer_0027,purchase_102796,no,2026-06-05 08:40:00,home,434.66,damaged_item,refund_req_302796
35,1722.62,yes,agent_002, approved ,buyer_0546,purchase_103925,no,2026-04-26 04:57:00,electronics,1617.64,missing_accessory,refund_req_303925
,963.82,no,agent_008,approved,buyer_0437,purchase_101342,yes,2026-05-11 21:56:00,luxury,708.07,damaged_item,refund_req_301342
32,2003.71,no,agent_102,approved,buyer_0148,purchase_103080,no,2026-05-16 04:35:00,luxury,1334.67, damaged_item ,refund_req_303080
20,28.76,no,agent_003,approved,buyer_900,purchase_1026,yes,2026-06-06 09:08:00,clothing,14.42,wrong_size,refund_req_3026
65,1671.67,no,agent_008,declined,buyer_0402,purchase_100784,no,2026-05-22 20:59:00,electronics,942.06,item_not_as_described,refund_req_300784
69,67.00,no,agent_004,declined,buyer_0346,purchase_101499,no,2026-05-28 05:37:00,books,21.37,changed_mind,refund_req_301499
59,1726.92,no,agent_007,approved,buyer_0416,purchase_101283,yes,2026-06-08 11:51:00,  electronics  ,867.20,damaged_item,refund_req_301283
57,1114.39,no,agent_025,declined,buyer_0575,purchase_102423,yes,2026-04-17 00:51:00,electronics,365.32,missing_accessory,refund_req_302423
46,456.86,no,agent_014,approved,buyer_0127,purchase_101399,yes,2026-05-26 22:32:00,electronics,159.91,not_working,refund_req_301399
98,635.77,no,agent_030,declined,buyer_0553,purchase_102634,no,2026-05-12 05:07:00,fashion,240.15,item_not_as_described,refund_req_302634
46,955.41,no,agent_004,approved,buyer_0214,purchase_102593,yes,2026-05-15 01:40:00,fashion,740.84,item_not_as_described,refund_req_302593
14,18.83,yes,agent_802,approved,buyer_8002,purchase_104649,no,2026-05-20 17:24:00,beauty,15.78,  allergic_reaction  ,refund_req_304649
32,1478.90,no,agent_026,approved,buyer_0015,purchase_103319,yes,2026-06-06 07:42:00,electronics,1478.90,not_working,refund_req_303319
75,871.02,no,agent_026,approved,buyer_0031,purchase_102913,yes,2026-05-07 10:17:00,luxury,637.92,changed_mind,refund_req_302913
25,1213.20,no,agent_101,approved,buyer_400,purchase_1011,no,2026-06-03 09:00:00,electronics,1213.20, missing_accessory ,refund_req_3011
1,1550.11,yes,agent_901,Approved,buyer_9902,purchase_104848,no,2026-04-27 12:47:00,luxury,1465.43,item_not_as_described,refund_req_304848
85,310.32,no,agent_005,declined,buyer_0252,purchase_102475,yes,2026-05-11 20:33:00,home,120.97,damaged_item,refund_req_302475
44,1238.84,no,agent_002,approved,buyer_0322,purchase_103526,no,2026-04-14 03:24:00,fashion,1238.84,item_not_as_described,refund_req_303526
43,152.51,no,agent_001,declined,buyer_0209,purchase_102264,yes,2026-05-19 01:59:00,sports,31.00,wrong_size,refund_req_302264
6,44.30,yes,agent_703,approved,buyer_0199,purchase_104463,yes,2026-04-28 05:00:00,books,42.79,wrong_item_received,refund_req_304463
75,18.80,no,agent_011,APPROVED,buyer_0069,purchase_102768,,2026-05-04 15:19:00,books,8.59,damaged_item,refund_req_302768
,224.47,no,agent_016,approved,buyer_0505,purchase_101038,yes,2026-04-13 21:47:00,clothing,73.53,wrong_size,refund_req_301038
15,103.58,no,agent_803,approved,buyer_8003,purchase_104698,no,2026-05-02 03:29:00,beauty,65.61,damaged_item,refund_req_304698
46,126.19,no,agent_030,approved,buyer_0287,purchase_102900,no,2026-05-30 21:56:00,home,74.43,damaged_item,refund_req_302900
41,177.84,no,agent_017,approved,buyer_0465,purchase_101377,yes,2026-05-31 13:59:00,clothing,63.44,wrong_size,refund_req_301377
4,209.22,no,agent_101,approved,buyer_0322,purchase_103660,yes,2026-05-01 03:00:00,  sports  ,107.07,damaged_item,refund_req_303660
79,1093.31,no,agent_020,approved,buyer_0517,purchase_102271,yes,2026-06-17 13:38:00,  clothing  ,481.83,changed_mind,refund_req_302271
11,943.99,no,agent_103,approved,buyer_0256,purchase_103277,no,2026-05-13 01:34:00,fashion,943.99,wrong_size,refund_req_303277
82,1151.31,no,agent_002,approved,buyer_0091,purchase_102718,yes,2026-04-15 21:22:00,clothing,556.70,item_not_as_described,refund_req_302718
34,23.14,no,agent_028,approved,buyer_0101,purchase_102738,yes,2026-05-14 19:33:00,books,10.08,changed_mind,refund_req_302738
50,592.76,no,agent_005,declined,buyer_0206,purchase_100284,yes,2026-06-02 19:21:00,home,462.56,,refund_req_300284
37,1698.57,no,agent_028,approved,buyer_0345,purchase_101272,yes,2026-06-12 12:40:00,electronics,927.62,not_working,refund_req_301272
,1184.27,no,agent_702,approved,buyer_0172,purchase_104417,no,2026-06-16 10:39:00,luxury,1120.83,changed_mind,refund_req_304417
59,69.71,no,agent_009,approved,buyer_0169,purchase_102035,yes,2026-05-16 14:11:00,home,59.11,item_not_as_described,refund_req_302035
47,119.96,no,agent_001,approved,buyer_0583,purchase_100781,yes,2026-05-31 22:02:00,clothing,83.67,item_not_as_described,refund_req_300781
46,516.78,yes,agent_003,approved,buyer_0104,purchase_101992,yes,2026-05-31 12:27:00,fashion,323.64,wrong_size,refund_req_301992
48,303.11,no,agent_012,approved,buyer_9005,purchase_104166,no,2026-04-24 12:17:00,appliances,172.56,damaged_item,refund_req_304166
